date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:03:55	221573/221573	---M-Z	200	added ('OK')	text/html	etag:%2236185-6655a0e4-9f0060211d9bb6a3;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-bootstrap-ui.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-bootstrap-ui.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:55	231552/231552	---M-Z	200	added ('OK')	text/html	etag:%2238880-6655a0e4-fb3311eef1aeee06;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-breadcrumb.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-breadcrumb.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:55	228932/228932	---M-Z	200	added ('OK')	text/html	etag:%2237e44-6655a0e4-83ec774975a1a658;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-offcanvas.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-offcanvas.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:56	252843/252843	---M-Z	200	added ('OK')	text/html	etag:%223dbab-6655a0e4-e4a870a8ad424dda;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-lists.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-lists.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:56	255922/255922	---M-Z	200	added ('OK')	text/html	etag:%223e7b2-6655a0e4-8ede9f4ba9af361d;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-grid.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-grid.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:56	236891/236891	---M-Z	200	added ('OK')	text/html	etag:%2239d5b-6655a0e4-6b1833f06f32adfb;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-carousel.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-carousel.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:57	237947/237947	---M-Z	200	added ('OK')	text/html	etag:%223a17b-6655a0e4-10bc7989cbb1f438;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-scrollspy.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-scrollspy.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:57	230127/230127	---M-Z	200	added ('OK')	text/html	etag:%22382ef-6655a0e4-df33d2a438956573;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-spinner.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-spinner.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:58	228241/228241	---M-Z	200	added ('OK')	text/html	etag:%2237b91-6655a0e4-1a41a18e8f3bd17d;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-link.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-link.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
15:03:58	320157/320157	---M-Z	200	added ('OK')	text/html	etag:%224e29d-6655a0e4-c0c085353fe6bf4c;gz%22	https://bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-cards.html	C:/Users/peikore/OneDrive/Desktop/HefraTemplate/HefraTemplate/bootstrapdemos.wrappixel.com/materialpro/dist/main/ui-cards.html	(from https://bootstrapdemos.wrappixel.com/materialpro/dist/main/index.html)
